Record_ID,Accounting_Year,Accounting_Quarter,Accounting_Month,Accounting_Period,Underwriting_Year,Accident_Year,Booking_Date,Region,Market_Unit,Country,Business_Segment,Main_Line_of_Business,Line_of_Business,Type_of_Business,Cedent_ID,Cedent_Name,Broker,Client_Management_ID,Client_Manager,UW_Portfolio,Client_Executive,IFRS_Classification,PCSS_Type,P_Zero_Flag,Renewal_Category,Direction_of_Business,Premium,Claims,Commission,Expenses,Technical_Result,Net_Premium,Loss_Ratio,Expense_Ratio,Combined_Ratio
FIN00015621,2024,Q1,1,2024-01,2024,2024,20-01-2024,Asia,singapore,Singapore,REPC,Specialty,Aviation,Non-Property Facultative,CED0058,Landmark Indemnity,Hartwell Insurance Brokers,CM4571,Fatima Costa,Engineering Global,William Holloway,101,Trust,Yes,New Business,Outward,500860.76,351917.42,,27990.96,81929.52,461837.9,0.7026,0.0559,0.7585
FIN00049767,2024,Q4,11,2024-11,2023,2022,02-11-2024,Americas,US,United States,REPC,Specialty,Cyber,Direct Insurance,CED0040,Granite Insurance,Yorkshire Risk Advisors,CM6447,Michael Lindqvist,Workers Comp National,Grace Salazar,102,Non Trust,Yes,New Business,Inward,370541.95,129689.68,,38817.43,165742.5,334249.62,0.35,0.1048,0.4548
FIN00044162,2026,Q1,1,2026-01,2026,2025,03-01-2026,Americas,US,United States,REPC,Vector,Political Risk,Direct Insurance,CED0035,Global General Insurance,Lockwood Risk Partners,CM4797,Kevin Iversen,Casualty Excess,Henry Cartwright,101,Trust,No,Renewal,Inward,704514.6,387642.34,50527.48,59301.15,207043.63,653987.12,0.5502,0.0842,0.6344
FIN00004644,2024,Q4,11,2024-11,2024,2024,19-11-2024,EMEA,Middle East,United Arab Emirates,REPC,Casualty,Liability,Direct Insurance,CED0102,Sterling Re,Cornerstone Risk Partners,CM9192,Peter Nakamura,Environmental Risk,Karen Vasquez,101,Trust,No,New Business,Inward,374695.54,255331.97,,34547.4,53248.27,343127.65,0.6814,0.0922,0.7736
FIN00015045,2024,Q1,3,2024-03,2024,2024,04-03-2024,Asia,Japan,Japan,REPC,P&C Re,Engineering,Property Treaty,CED0011,Bridgeport Assurance,Baymont Risk Partners,CM4895,Victor Santos,Property Facultative,Martin Weston,101,Trust,No,Renewal,Inward,997887.24,570941.11,164641.03,84516.95,177788.16,833246.21,0.5721,0.0847,0.6568
FIN00036868,2024,Q1,1,2024-01,2024,2024,23-01-2024,Americas,US,United States,REPC,Casualty,Accident & Health,Non-Property Treaty,CED0108,Trident Underwriters,Pinnacle Risk Partners,CM8545,Robert Alvi,Financial Risk,Anjali Verma,101,Trust,No,Renewal,Inward,134197.25,77006.11,24111.18,9793.33,23286.64,110086.07,0.5738,0.073,0.6468
FIN00000979,2024,Q2,5,2024-05,2024,2024,18-05-2024,Asia,Japan,Japan,REPC,Casualty,Motor,Non-Property Facultative,CED0055,Keystone General Insurance,Blackstone Insurance Brokers,CM6816,Daniel Hassan,Cyber Risk,Martin Weston,101,Trust,No,Renewal,Inward,160342.88,99708.08,8027.82,10242.77,42364.21,152315.06,0.6218,0.0639,0.6857
FIN00013432,2023,Q1,2,2023-02,2023,2022,05-02-2023,EMEA,Italy,Italy,REPC,Vector,Political Risk,Direct Insurance,CED0027,Evergreen Holdings,Vantage Group,CM8135,Victor Santos,Workers Comp National,George Simmons,102,Trust,No,Renewal,Inward,265514.95,125107.02,41471.67,14227.88,84708.37,224043.28,0.4712,0.0536,0.5248
FIN00018821,2024,Q4,11,2024-11,2024,2023,18-11-2024,Americas,US,United States,REPC,Casualty,Liability,Non-Property Treaty,CED0036,Global Indemnity,Northgate Insurance Services,CM7713,Nadia Kowalski,Construction & Engineering EMEA,Frank Callahan,102,Trust,No,Renewal,Inward,272388.51,232229.92,34165.49,6596.98,-603.9,238223.01,0.8526,0.0242,0.8768
FIN00018262,2024,Q3,9,2024-09,2024,2024,18-09-2024,EMEA,Nordics,Sweden,REPC,Property,Engineering,Property Facultative,CED0030,Falcon Indemnity,Vantage Risk Solutions,CM9426,James Chen,Agriculture Global,William Holloway,101,Trust,No,Renewal,Inward,711211.42,765321.89,97819.57,68489.42,-220419.46,613391.85,1.0761,0.0963,1.1724
FIN00018029,2026,Q2,5,2026-05,2025,2023,15-05-2026,EMEA,Germany,Germany,REPC,Specialty,Trade Credit,Non-Property Treaty,CED0029,Falcon Holdings,Grayson & Associates,CM5678,Victor Santos,Political & Credit Risk,Henry Cartwright,101,Trust,Yes,New Business,Inward,201404.8,111117.47,35144.68,12394.07,42748.58,166260.12,0.5517,0.0615,0.6133
FIN00031281,2025,Q3,8,2025-08,2025,2025,13-08-2025,EMEA,UK,United Kingdom,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0041,Granite Re,Pinnacle Insurance Brokers,CM3491,Sarah Bauer,Financial Risk,George Simmons,101,Non Trust,No,Renewal,Inward,598555.6,287180.49,56946.82,60523.85,193904.44,541608.78,0.4798,0.1011,0.5809
FIN00026983,2024,Q3,8,2024-08,2024,2024,13-08-2024,EMEA,Germany,Germany,REPC,Property,Property,Direct Insurance,CED0031,Falcon Insurance Group,Radcliffe Group,CM5924,Michael Nkosi,Specialty Lines,Oscar Bennet,101,Non Trust,No,Renewal,Inward,949484.28,479957.65,214070.52,108350.88,147105.23,735413.76,0.5055,0.1141,0.6196
FIN00024133,2024,Q1,2,2024-02,2024,2024,26-02-2024,Asia,Singapore,Singapore,REPC,P&C Re,Property,Property Treaty,CED0036,Global Indemnity,Lockwood Risk Partners,CM1834,Robert Muller,Marine Cargo,Renata Moreau,102,Non Trust,No,Renewal,Inward,509522.52,315991.05,88139.9,58578.14,46813.42,421382.62,0.6202,0.115,0.7351
FIN00029508,2025,Q2,4,2025-04,2025,2025,26-04-2025,Asia,Korea,South Korea,REPC,Casualty,Workers Compensation,Non-Property Facultative,CED0076,Paramount Assurance,Pinnacle Insurance Brokers,CM5971,Amara Wallace,Property Facultative,Martin Weston,102,Non Trust,No,New Business,Inward,296461.42,172929.37,39245.57,18778.67,65507.81,257215.84,0.5833,0.0633,0.6467
FIN00016055,2024,Q1,1,2024-01,2024,2024,27-01-2024,EMEA,UK,United Kingdom,REPC,P&C Facultative,Construction,Property Facultative,CED0106,Titan Re,Delacroix & Associates,CM6427,Priya Wallace,marine cargo,William Holloway,101,Non Trust,No,Renewal,Inward,319353.72,326883.69,55337.92,27064.51,-89932.4,264015.8,1.0236,0.0847,1.1083
FIN00015435,2025,Q2,6,2025-06,2025,2025,30-06-2025,Americas,US,United States,REPC,P&C Re,Motor,Non-Property Treaty,CED0011,Bridgeport Assurance,Blackstone Insurance Brokers,CM5563,Michael Lindqvist,Property Facultative,Karen Vasquez,101,Trust,Yes,Renewal,Inward,561490.49,442664.41,70405.68,30222.24,18198.17,491084.81,0.7884,0.0538,0.8422
FIN00011703,2024,Q4,12,2024-12,2024,2024,17-12-2024,Asia,China,China,REPC,P&C Re,Energy,Property Treaty,CED0058,Landmark Indemnity,Northgate & Associates,CM3723,Amara Wallace,Motor Fleet,Isabelle Achebe,101,Trust,Yes,Renewal,Inward,4663022.38,3209397.32,625436.34,474957.54,353231.17,4037586.03,0.6883,0.1019,0.7901
FIN00047949,2025,Q2,5,2025-05,2025,2025,11-05-2025,Asia,India,India,REPC,Specialty,Surety,Non-Property Facultative,CED0080,Paramount Mutual,Northgate & Associates,CM6199,,Marine Global,Oscar Bennet,102,Non Trust,No,Renewal,Inward,84385.07,38547.91,12978.94,4705.03,28153.2,71406.13,0.4568,0.0558,0.5126
FIN00011607,2023,Q4,10,2023-10,2023,2023,06-10-2023,Americas,Canada,Canada,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0026,Evergreen Casualty,Northgate Insurance Services,CM7653,Daniel Hassan,Liability Excess,William Holloway,102,Non Trust,No,Renewal,Inward,96594.18,55221.34,11964.59,9477.27,19930.98,84629.59,0.5717,0.0981,0.6698
FIN00024774,2026,Q1,1,2026-01,2026,2026,01-01-2026,EMEA,France,France,REPC,Casualty,Motor,Direct Insurance,CED0031,Falcon Insurance Group,Castlerock Risk Solutions,CM2959,Brian Lindqvist,Liability Excess,Christopher Lindberg,101,Trust,Yes,New Business,Inward,912715.57,792488.2,131172.31,58544.59,-69489.53,781543.26,0.8683,0.0641,0.9324
FIN00037476,2025,Q4,10,2025-10,2025,2025,17-10-2025,Asia,Korea,South Korea,REPC,Vector,Environmental,Direct Insurance,CED0031,Falcon Insurance Group,Grayson & Associates,CM4583,Michael Lindqvist,Property Facultative,Oscar Bennet,201,Non Trust,No,Renewal,Outward,2241325.9,1079509.39,420852.41,121641.13,619322.97,1820473.49,0.4816,0.0543,0.5359
FIN00040084,2025,Q1,2,2025-02,2025,2025,23-02-2025,EMEA,Middle East,United Arab Emirates,REPC,P&C Facultative,Engineering,Property Facultative,CED0076,Paramount Assurance,Vantage Risk Solutions,CM4615,Priya Novak,Agriculture Global,Karen Vasquez,201,Trust,Yes,Cancelled,Outward,64837.04,50037.64,4307.84,3532.43,6959.14,60529.21,0.7717,0.0545,0.8262
FIN00031197,2024,Q2,5,2024-05,2024,2024,18-05-2024,Asia,Japan,Japan,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0099,Silverline Underwriters,Chadwick Risk Advisors,CM7271,Hana Bianchi,Motor Fleet,Karen Vasquez,101,Trust,No,Renewal,Inward,179423.8,119309.43,16465.63,13070.55,30578.2,162958.18,0.665,0.0728,0.7378
FIN00048641,2026,Q2,5,2026-05,2026,2026,26-05-2026,Americas,US,United States,REPC,P&C Re,Property,Property Treaty,CED0062,Lonestar Assurance,Lockwood Risk Solutions,CM4104,Steven Nakagawa,Liability Excess,Susanna Ibsen,101,Non Trust,Yes,Renewal,Inward,199024.27,134469.13,31686.87,15852.17,17016.09,167337.4,0.6756,0.0796,0.7553
FIN00033909,2025,Q3,8,2025-08,2025,2025,21-08-2025,EMEA,Spain,Spain,REPC,P&C Re,Energy,Property Treaty,CED0052,Horizon General Insurance,Cornerstone Risk Partners,CM8000,Nadia Kowalski,Construction,Monica Petrov,201,Non Trust,No,New Business,Inward,1091812.6,647584.04,,129962.61,255636.59,1033183.25,0.5931,0.119,0.7122
FIN00017406,2024,Q4,12,2024-12,2024,2024,27-12-2024,Asia,Korea,South Korea,REPC,Specialty,Space,Non-Property Facultative,CED0028,Evergreen Re,Cornerstone Risk Partners,CM6649,Yuki O'Connell,Trade Credit & Surety,Renata Moreau,102,Non Trust,No,New Business,Inward,1088914.91,639458.65,65349.26,109541.82,274565.19,1023565.65,0.5872,0.1006,0.6878
FIN00018860,2023,Q1,3,2023-03,2023,2023,05-03-2023,Americas,Canada,Canada,REPC,P&C Re,Property,Property Treaty,CED0004,APEX INDEMNITY,Delacroix & Associates,CM3399,Daniel Hassan,Cyber Risk,Monica Petrov,201,Non Trust,No,Renewal,Inward,1386767.1,20677470.94,288942.16,93427.97,-19673073.98,1097824.94,14.9106,0.0674,14.9779
FIN00042779,2023,Q1,2,2023-02,2023,2023,18-02-2023,Asia,ANZ,Australia,REPC,Property,Construction,Direct Insurance,CED0031,Falcon Insurance Group,Farringdon Risk Partners,CM5229,Amara Wallace  ,Energy APAC,Frank Callahan,101,Non Trust,No,Renewal,Inward,2070323.81,1133336.67,234278.17,138445.91,564263.06,1836045.64,0.5474,0.0669,0.6143
FIN00004594,2025,Q1,2,2025-02,2025,2025,17-02-2025,Americas,US,United States,REPC,Casualty,Workers Compensation,Direct Insurance,CED0086,Prime Insurance,Northgate & Associates,CM6722,Daniel Hassan,Specialty Lines,William Holloway,101,Non Trust,No,Renewal,Inward,238745.13,189080.87,40071.7,27381.42,-17788.87,198673.43,0.792,0.1147,0.9067
FIN00002944,2023,Q2,4,2023-04,2023,2023,10-04-2023,Americas,US,United States,REPC,Property,Construction,Direct Insurance,CED0076,Paramount Assurance,Delacroix & Associates,CM3883,Amara Wallace,Trade Credit & Surety,Anjali Verma,101,Trust,No,Renewal,Outward,494388.76,198449.97,82284.94,53376.92,160276.93,412103.82,0.4014,0.108,0.5094
FIN00023308,2025,Q2,5,2025-05,2024,2024,16-05-2025,Americas,Canada,Canada,REPC,P&C Facultative,Engineering,Property Facultative,CED0081,Paramount Re,Highbridge Risk Solutions,CM8921,Michael Nkosi,Property Facultative,George Simmons,101,Trust,No,Renewal,Inward,440846.6,184732.14,60406.17,20970.09,174738.21,380440.43,0.419,0.0476,0.4666
FIN00013933,2026,Q1,3,2026-03,2026,2026,30-03-2026,Asia,ANZ,Australia,REPC,Property,Energy,Property Facultative,CED0006,Apex Underwriters,Fairview Risk Solutions,CM7333,Sarah O'Connell,Financial Risk,Anjali Verma,101,Non Trust,No,New Business,Inward,254834.76,65181.69,23269.76,14882.89,151500.42,231565,0.2558,0.0584,0.3142
FIN00039142,2024,Q1,2,2024-02,2024,2024,01-02-2024,EMEA,UK,United Kingdom,REPC,P&C Facultative,Construction,Property Facultative,CED0031,Falcon Insurance Group,Pinnacle Re Solutions,CM9030,Hana Bianchi,Specialty Lines,Susanna Ibsen,101,Trust,Yes,Cancelled,Outward,41730.96,32854.43,6992.96,4267.3,-2383.74,34737.99,0.7873,0.1023,0.8895
FIN00026441,2025,Q2,6,2025-06,2025,2025,01-06-2025,Asia,Korea,South Korea,REPC,Casualty,Motor,Direct Insurance,CED9999,Unknown Cedent,Northgate & Associates,CM5084,Marcus Lindqvist,Energy Upstream,Monica Petrov,102,Non Trust,Yes,New Business,Inward,498366.75,404340.62,44913.3,19302.92,29809.91,453453.45,0.8113,0.0387,0.8501
FIN00049845,2024,Q4,12,2024-12,2023,2022,18-12-2024,EMEA,Nordics,Sweden,REPC,Casualty,Workers Compensation,Direct Insurance,CED0065,Meadowbrook Holdings,Thackeray Risk Advisors,CM3339,Priya Wallace,Construction,Karen Vasquez,101,Trust,No,New Business,Inward,715357.82,322631.16,90566.6,51467.34,250692.72,624791.23,0.451,0.0719,0.523
FIN00024507,2026,Q1,2,2026-02,2025,2025,05-02-2026,EMEA,France,France,REPC,Casualty,Liability,Non-Property Treaty,CED0102,Sterling Re,Grayson Risk Solutions,CM1092,Marcus Lindqvist,Agriculture Global,Susanna Ibsen,102,Non Trust,No,Renewal,Outward,818372.95,497755.59,163636.85,90806.09,66174.42,654736.1,0.6082,0.111,0.7192
FIN00018082,2024,Q4,11,2024-11,2024,2023,13-11-2024,Americas,Canada,Canada,REPC,P&C Re,Property,Property Treaty,CED0102,Sterling Re,Lockwood Risk Solutions,CM4877,Fatima Costa,Financial Risk,Karen Vasquez,101,Trust,No,New Business,Inward,7487007.65,3486429.28,1084498.37,595363.78,2320716.22,6402509.28,0.4657,0.0795,0.5452
FIN00000714,2024,Q4,10,2024-10,2024,2023,10-10-2024,EMEA,Spain,Spain,REPC,Property,Energy,Direct Insurance,CED0098,Silverline Insurance,Vantage Risk Solutions  ,CM2881,James Chen,Engineering Global,William Holloway,102,Non Trust,No,Renewal,Inward,285693.7,148705.33,43116.34,22616.3,71255.73,242577.36,0.5205,0.0792,0.5997
FIN00037617,2024,Q4,11,2024-11,2024,2024,02-11-2024,Asia,Japan,Japan,REPC,Casualty,Liability,Non-Property Facultative,CED0023,Delta Assurance,Ashcombe Re Solutions,CM3284,Robert Muller,Corporate Property,Frank Callahan,101,Non Trust,No,New Business,Inward,1278453.14,748206.42,195291.66,91913.47,243041.58,1083161.48,0.5852,0.0719,0.6571
FIN00021703,2023,Q4,10,2023-10,2022,2022,21-10-2023,Americas,US,United States,REPC,Casualty,Liability,Direct Insurance,CED0089,Quantum Underwriters,Yorkshire Risk Advisors,CM8871,Fatima Lindqvist,Specialty Lines,Richard Thornton,102,Non Trust,No,New Business,Inward,1372712.54,852393.15,223795.75,135065.81,161457.83,1148916.79,0.621,0.0984,0.7193
FIN00033739,2025,Q3,8,2025-08,2025,2024,17-08-2025,Americas,Canada,Canada,REPC,Property,Environmental,Property Treaty,CED0094,Riverside Mutual,Baymont Risk Solutions  ,CM6988,Priya Nakagawa,Property Facultative,Henry Cartwright,102,Trust,No,Renewal,Inward,112381.28,55309.22,18552.79,7116.54,31402.73,93828.48,0.4922,0.0633,0.5555
FIN00029481,2025,Q2,4,2025-04,2025,2025,09-04-2025,Americas,Canada,Canada,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0040,Granite Insurance,Pinnacle Risk Partners,CM1287,Brian Lindqvist,Political & Credit Risk,Karen Vasquez,101,Non Trust,No,Renewal,Inward,1288596.96,811387.1,149321.51,140158.8,187729.55,1139275.45,0.6297,0.1088,0.7384
FIN00018490,2025,Q1,1,2025-01,2025,2024,16-01-2025,Asia,ANZ,Australia,REPC,Property,Engineering,Direct Insurance,CED0047,Harbor Mutual,Farringdon Risk Partners,CM8479,Kevin Iversen,Retail Casualty,Christopher Lindberg,101,Non Trust,No,Cancelled,Inward,36664.22,20010.69,6883.63,2905.83,6864.07,29780.59,0.5458,0.0793,0.625
FIN00040320,2023,Q4,12,2023-12,2023,2022,06-12-2023,Asia,India,India,REPC,Property,Construction,Property Facultative,CED0042,Granite Underwriters,Thackeray Risk Advisors,CM8346,Steven Park,Political & Credit Risk,,101,Trust,No,Renewal,Inward,319669.86,125664.95,18080.12,37598.25,138326.54,301589.74,0.3931,0.1176,0.5107
FIN00020317,2023,Q1,3,2023-03,2023,2023,20-03-2023,Asia,ANZ,Australia,REPC,Casualty,Motor,Direct Insurance,CED0115,Westfield Insurance Group,Chadwick Risk Advisors,CM2037,Hana Bianchi,Agriculture Global,Isabelle Achebe,101,Trust,No,Renewal,Outward,313460.31,220980.67,34148.14,26417.27,31914.23,279312.17,0.705,0.0843,0.7892
FIN00011967,2026,Q1,1,2026-01,2026,2026,13-01-2026,Asia,ANZ,Australia,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0020,Cornerstone Re,Highbridge Risk Solutions,CM4557,Brian Lindqvist,Property Cat,Isabelle Achebe,101,Trust,No,New Business,Outward,132737.24,63074.84,16302.31,14331.08,39029,116434.93,0.4752,0.108,0.5832
FIN00046984,2023,Q1,1,2023-01,2023,2023,03-01-2023,Asia,Hong Kong,Hong Kong,REPC,Specialty,Political Risk,Non-Property Treaty,CED0019,Cornerstone Mutual,Vantage Insurance Services,CM4408,Priya Novak,Property Facultative,Isabelle Achebe,201,Non Trust,No,Renewal,Inward,169547.49,84453.36,17834.75,8798.15,58461.23,151712.74,0.4981,0.0519,0.55
FIN00025765,2025,Q2,5,2025-05,2025,2025,07-05-2025,Asia,India,India,REPC,Casualty,Liability,Direct Insurance,CED0004,Apex Indemnity,Thackeray Risk Advisors,CM5131,James Chen,Financial Risk,Martin Weston,102,Non Trust,No,Renewal,Outward,432472.57,209163.42,54293.64,31874.62,137140.9,378178.93,0.4836,0.0737,0.5573
FIN00006067,2026,Q3,7,2026-07,2026,2026,10-07-2026,EMEA,Spain,Spain,REPC,Casualty,Accident & Health,Non-Property Facultative,CED0066,Meadowbrook Insurance Group,Highbridge Risk Solutions,CM1449,Peter Nakamura,Property Cat,Renata Moreau,102,Trust,No,Renewal,Inward,410141.71,156118.78,40257.87,,177999.55,369883.84,0.3806,0.0872,0.4678
FIN00034215,2023,Q4,11,2023-11,2023,2023,09-11-2023,Asia,Japan,Japan,REPC,Property,Energy,Property Treaty,CED0051,Horizon Assurance,Fenwick & Associates,CM8428,Mei Hassan,Construction,Karen Vasquez,101,Non Trust,No,Renewal,Inward,298649.31,180744.82,58761.4,13758.22,45384.88,239887.91,0.6052,0.0461,0.6513
FIN00049582,2023,Q4,12,2023-12,2023,2021,18-12-2023,Americas,US,United States,REPC,Property,Engineering,Property Facultative,CED0027,Evergreen Holdings,Lockwood Risk Partners,CM7872,Steven Park,Political & Credit Risk,Isabelle Achebe,102,Trust,No,Renewal,Outward,1325023.03,670959.38,112681.75,140278.95,401102.96,1212341.29,0.5064,0.1059,0.6122
FIN00005979,2025,Q1,2,2025-02,2025,2025,28-02-2025,Asia,Japan,Japan,REPC,P&C Facultative,Property,Property Facultative,CED0102,Sterling Re,Fenwick & Associates,CM7945,Steven Nakagawa,Energy APAC,Anjali Verma,101,Non Trust,No,Renewal,Inward,958869.38,445322.79,109414.32,62990.94,341141.32,849455.05,0.4644,0.0657,0.5301
FIN00046356,2026,Q1,2,2026-02,2025,2024,26-02-2026,EMEA,Germany,Germany,REPC,Property,Energy,Direct Insurance,CED0022,Crown Re,  Highbridge Risk Solutions ,CM6951,Fatima Costa,Trade Credit & Surety,Grace Salazar,101,Trust,Yes,Renewal,Inward,176462.11,120780.85,25483.47,11734.22,18463.57,150978.64,0.6845,0.0665,0.751
FIN00009868,2024,Q2,6,2024-06,2024,2023,13-06-2024,EMEA,Italy,Italy,REPC,P&C Re,Motor,Non-Property Treaty,CED0020,Cornerstone Re,Delacroix & Associates,CM8607,Fatima Chen,Cyber Risk,Grace Salazar,201,Non Trust,No,Renewal,Outward,227889.32,165355.69,19857.94,20057.54,22618.15,208031.38,0.7256,0.088,0.8136
FIN00039541,2025,Q4,12,2025-12,2025,2024,13-12-2025,Americas,Canada,Canada,REPC,P&C Re,Property,Property Treaty,CED0054,Keystone Assurance,ashcombe re solutions,CM8320,Michael Lindqvist,Property Treaty Americas,Christopher Lindberg,101,Trust,Yes,Renewal,Inward,982400.9,743958.32,52678.41,101656.86,84107.3,929722.49,0.7573,0.1035,0.8608
FIN00045197,2024,Q3,9,2024-09,2024,2024,05-09-2024,Asia,India,India,REPC,Specialty,Aviation,Direct Insurance,CED0011,Bridgeport Assurance,Pinnacle Risk Partners,CM2030,Priya Novak,Energy APAC,Martin Weston,201,Non Trust,No,Cancelled,Inward,14984.73,9628.26,2860.82,1271.5,1224.14,12123.91,0.6425,0.0849,0.7274
FIN00019737,2025,Q2,6,2025-06,2025,2025,03-06-2025,Americas,US,United States,REPC,Property,Engineering,Direct Insurance,CED0023,Delta Assurance,Northgate Insurance Services,CM7482,Laura Nkosi,Construction & Engineering EMEA,Henry Cartwright,102,Trust,No,Renewal,Inward,233431.35,157290.35,25260.74,26365.92,24514.33,208170.6,0.6738,0.1129,0.7868
FIN00034692,2025,Q4,10,2025-10,2025,2024,17-10-2025,Americas,Canada,Canada,REPC,Property,Construction,Direct Insurance,CED0007,Atlas Insurance,Vantage Risk Solutions,CM6447,Fatima Costa,Corporate Property,Oscar Bennet,201,Non Trust,No,Cancelled,Inward,132284.59,53068.5,25985.15,12968,40262.94,106299.45,0.4012,0.098,0.4992
FIN00025170,2024,Q1,2,2024-02,2024,2023,18-02-2024,EMEA,UK,United Kingdom,REPC,P&C Facultative,Energy,Property Facultative,CED0102,Sterling Re,Baymont Risk Solutions,CM2077,Amara Wallace,Energy APAC,George Simmons,101,Non Trust,No,New Business,Inward,689580.16,121555.25,143279.45,57697.29,367048.17,546300.71,0.1763,0.0837,0.2599
FIN00040909,2026,Q1,2,2026-02,2026,2025,01-02-2026,EMEA,UK,United Kingdom,REPC,Property,Energy,Property Treaty,CED0042,Granite Underwriters,Pinnacle Risk Partners,CM9962,Victor Santos,Retail Casualty,Isabelle Achebe,101,Trust,No,Renewal,Inward,232569.25,144446.7,16667.17,10421.4,61033.98,215902.08,0.6211,0.0448,0.6659
FIN00001112,2025,Q4,10,2025-10,2025,2025,24-10-2025,Americas,Canada,Canada,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0111,Vanguard General Insurance,Chadwick Risk Advisors,CM9193,Sarah Bauer,Agriculture Global,Karen Vasquez,102,Trust,No,Renewal,Inward,517824.23,280195.06,79188.63,36769.81,121670.72,438635.6,0.5411,0.071,0.6121
FIN00014088,2026,Q2,6,2026-06,2025,2025,16-06-2026,EMEA,Middle East,United Arab Emirates,REPC,P&C Facultative,Engineering,Property Facultative,CED0014,Bridgeport Insurance Group,Northgate & Associates,CM6078,Kevin Iversen,Specialty Lines,Henry Cartwright,101,Trust,Yes,Renewal,Inward,860114.46,360708.28,51471.11,29162.1,418772.97,808643.35,0.4194,0.0339,0.4533
FIN00031439,2024,Q4,10,2024-10,2024,2024,09-10-2024,Americas,US,United States,REPC,Property,Construction,Property Facultative,CED0111,Vanguard General Insurance,Radcliffe Group,CM4852,David Marchetti,Agriculture Global,Martin Weston,201,Non Trust,No,New Business,Inward,4045022.44,3159993.39,482705.8,403942.48,-1619.23,3562316.64,0.7812,0.0999,0.8811
